gestion,semestre,carrera,carrera_codigo,modalidad_ingreso,orden_postulacion,turno_estudio,formacion_previa,genero,edad_ingreso,estado_civil,estudiante_internacional,beneficiario_beca,pagos_al_dia,deudor,desplazado,nee,situacion_laboral_estudiante,apoyo_financiero_tipo,materias_inscritas_1sem,evaluaciones_1sem,materias_aprobadas_1sem,promedio_1sem,materias_inscritas_2sem,evaluaciones_2sem,materias_aprobadas_2sem,promedio_2sem,reprobaciones_total,asistencia_pct,tutorias_recibidas,orientacion_academica,tasa_desempleo,tasa_inflacion,pib,estado_academico,target_desercion,avance_curricular_pct,n_retiros,materias_criticas_reprobadas,nota_prom_materias_criticas,alertas_academicas,uso_tutorias
2025,2,Ing. Financiera y de Riesgos,4,8,1,1,1,0,19,1,0,1,1,0,1,0,0,beca,7,10,6,12.583333333333334,8,8,7,12.671428571428573,1,77.9,0,0,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,12.204522935655106,0,0
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,6,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,7,8,6,13.731666666666667,8,10,7,13.771428571428572,1,77.1,2,1,12.4,0.5,1.79,Abandono,1,12.5,0,0.0,13.27852529783146,0,1
2023,5,Ing. Comercial,1,12,1,1,12,1,43,1,0,0,1,0,0,0,1,ninguno,6,8,6,12.875,6,14,5,12.142857142857142,0,71.0,0,0,16.2,0.3,-0.92,Activo,0,62.5,1,0.0,11.527304821545998,0,0
2024,5,Ing. Comercio Internacional,2,13,1,1,1,1,47,2,0,0,1,0,0,0,1,ninguno,10,14,8,14.625,7,7,5,13.4,2,81.5,0,0,9.4,-0.8,-3.12,Abandono,1,62.5,0,0.0,13.434493250039955,1,0
2024,2,Lic. en Administración de Empresas,3,13,1,1,1,1,23,1,0,0,0,0,1,0,0,ninguno,3,3,0,0.0,2,2,0,0.0,3,83.5,1,1,7.6,2.6,0.32,Abandono,1,25.0,0,1.0,0.0,1,1
2025,7,Ing. Financiera y de Riesgos,4,1,1,1,1,0,19,1,1,1,1,1,1,0,0,beca,6,8,6,12.666666666666666,6,7,6,12.666666666666666,0,91.1,1,1,8.9,1.4,3.51,Activo,0,87.5,0,0.0,12.197586697765482,0,1
2023,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,13,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,8,11,6,12.491666666666667,8,11,6,12.491666666666667,2,88.1,1,1,12.7,3.7,-1.7,Activo,0,37.5,0,1.0,11.848344999056426,1,1
2025,2,Ing. Comercial,1,1,1,1,1,0,19,1,0,1,1,0,1,0,0,beca,12,12,12,13.666666666666666,11,12,11,14.166666666666666,0,92.3,2,1,8.9,1.4,3.51,Activo,0,25.0,1,0.0,13.564783244596496,0,1
2023,1,Ing. Comercio Internacional,2,8,1,1,1,0,19,1,1,0,1,0,1,0,0,ninguno,6,13,6,16.0,6,8,6,14.5,0,79.8,1,1,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,14.925680497854371,0,1
2025,2,Lic. en Administración de Empresas,3,15,1,1,14,0,19,1,0,0,1,0,1,0,0,ninguno,6,8,6,14.142857142857142,6,7,6,13.0,0,57.8,2,1,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,12.94331510265355,1,1
2023,1,Ing. Financiera y de Riesgos,4,12,1,0,12,0,39,1,0,1,1,1,0,0,1,credito,6,9,6,11.833333333333334,6,9,4,13.75,0,81.0,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,12.21260516540378,0,0
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,20,1,0,1,1,0,1,0,0,beca,6,6,6,12.666666666666666,6,8,6,13.0,0,81.2,0,0,10.8,1.4,1.74,Activo,0,25.0,2,0.0,12.437517109549052,0,0
2023,3,Ing. Comercial,1,8,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.5,6,6,6,12.666666666666666,0,96.9,0,0,7.6,2.6,0.32,Activo,0,37.5,1,0.0,11.802012333088818,0,0
2023,3,Ing. Comercio Internacional,2,14,5,1,1,0,22,1,1,0,0,1,1,0,0,ninguno,11,16,9,10.88888888888889,10,20,4,11.25,2,81.2,1,1,9.4,-0.8,-3.12,Activo,0,37.5,1,1.0,10.07441200081496,1,1
2023,4,Lic. en Administración de Empresas,3,1,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,11,1,13.0,5,10,0,0.0,5,91.5,0,0,7.6,2.6,0.32,Abandono,1,50.0,2,1.0,5.923047225162302,1,0
2023,5,Ing. Financiera y de Riesgos,4,8,1,1,1,0,22,1,0,0,1,0,1,0,0,ninguno,6,6,6,15.166666666666666,6,6,6,16.0,0,88.4,0,0,13.9,-0.3,0.79,Activo,0,62.5,0,0.0,14.846142288191157,0,0
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,3,2,1,1,0,19,1,0,1,1,0,1,0,0,credito,6,8,6,12.666666666666666,6,7,6,12.0,0,81.7,0,0,12.7,3.7,-1.7,Activo,0,62.5,2,0.0,11.359250173678191,0,0
2023,2,Ing. Comercial,1,1,1,1,1,1,18,1,0,0,1,1,1,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,59.0,0,0,7.6,2.6,0.32,Abandono,1,25.0,0,0.0,0.0,1,0
2023,2,Ing. Comercio Internacional,2,12,1,1,1,1,26,5,0,0,1,0,0,0,1,ninguno,5,9,5,12.0,5,5,5,10.2,0,79.1,0,0,11.1,0.6,2.02,Activo,0,25.0,0,0.0,10.47551344368812,0,0
2023,2,Lic. en Administración de Empresas,3,12,1,0,1,1,36,1,0,0,0,0,0,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,57.3,0,0,12.7,3.7,-1.7,Abandono,1,25.0,0,1.0,0.0,1,0
2025,1,Ing. Financiera y de Riesgos,4,9,1,1,1,1,20,1,0,1,1,1,1,0,0,beca,0,0,0,0.0,0,0,0,0.0,0,74.3,1,1,12.4,0.5,1.79,Activo,0,12.5,0,0.0,0.0,0,1
2024,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,1,1,30,2,0,0,1,0,0,0,0,ninguno,5,8,2,11.0,5,6,4,11.5,3,68.1,0,0,15.5,2.8,-4.06,Abandono,1,50.0,0,1.0,10.59152730117534,1,0
2023,2,Ing. Comercial,1,14,1,1,1,1,24,1,0,0,1,0,0,0,1,ninguno,6,7,6,15.714285714285714,6,10,6,15.9,0,100.0,0,0,15.5,2.8,-4.06,Abandono,1,25.0,1,0.0,15.311800663116902,0,0
2023,8,Ing. Comercio Internacional,2,1,1,1,1,1,26,1,0,0,1,0,0,0,1,ninguno,15,15,11,10.818181818181818,14,15,11,11.636363636363637,4,82.2,2,1,7.6,2.6,0.32,Abandono,1,100.0,1,2.0,10.814458145745414,1,1
2024,1,Lic. en Administración de Empresas,3,1,1,1,1,1,19,1,0,0,0,0,0,0,0,ninguno,5,16,1,12.0,5,6,0,0.0,4,75.5,3,1,13.9,-0.3,0.79,Abandono,1,12.5,0,2.0,5.401603365621826,1,1
2024,7,Ing. Financiera y de Riesgos,4,12,1,1,1,1,34,5,0,0,1,0,0,0,0,ninguno,6,8,5,12.6,6,11,4,11.25,1,69.5,0,0,12.4,0.5,1.79,Activo,0,87.5,0,0.0,11.53328981189647,0,0
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,1,33,1,0,0,1,0,1,0,1,ninguno,5,12,1,13.0,5,7,3,14.0,4,79.3,2,1,9.4,-0.8,-3.12,Activo,0,25.0,0,2.0,12.71071042427786,1,1
2025,7,Ing. Comercial,1,8,6,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,5,8,5,11.6,5,10,4,10.75,0,88.0,0,0,9.4,-0.8,-3.12,Activo,0,87.5,0,0.0,10.555631969162667,0,0
2025,4,Ing. Comercio Internacional,2,8,5,1,1,1,26,1,0,0,0,1,1,0,0,ninguno,5,11,1,10.0,5,14,1,11.0,4,75.1,0,0,8.9,1.4,3.51,Abandono,1,50.0,0,2.0,9.828198757204735,1,0
2024,3,Lic. en Administración de Empresas,3,12,1,1,1,1,29,1,0,0,1,0,0,0,0,ninguno,6,7,1,14.0,6,6,0,0.0,5,61.8,1,1,16.2,0.3,-0.92,Abandono,1,37.5,0,3.0,6.59753684293229,1,1
2025,7,Ing. Financiera y de Riesgos,4,8,5,1,1,1,19,1,0,1,1,0,1,0,0,beca,5,9,5,12.6,5,8,2,12.5,0,75.8,0,0,8.9,1.4,3.51,Abandono,1,87.5,0,0.0,12.152159837234555,0,0
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,81.0,0,0,12.7,3.7,-1.7,Abandono,1,12.5,0,0.0,0.0,0,0
2024,1,Ing. Comercial,1,12,1,0,12,1,29,1,0,0,0,0,0,0,1,ninguno,5,11,2,11.333333333333334,5,9,1,12.0,3,82.1,0,0,11.1,0.6,2.02,Abandono,1,12.5,0,1.0,10.677159843186056,1,0
2025,4,Ing. Comercio Internacional,2,14,1,1,1,1,21,1,0,0,1,0,0,0,0,ninguno,6,6,6,12.666666666666666,6,7,5,11.4,0,93.0,0,0,9.4,-0.8,-3.12,Activo,0,50.0,2,0.0,11.665957925066925,0,0
2025,1,Lic. en Administración de Empresas,3,8,1,1,1,1,19,1,0,0,1,0,0,0,1,ninguno,6,7,5,10.8,6,10,2,10.5,1,85.6,0,0,10.8,1.4,1.74,Activo,0,12.5,0,1.0,10.149988000003953,0,0
2025,3,Ing. Financiera y de Riesgos,4,1,1,1,1,1,20,1,0,0,1,0,0,0,0,ninguno,7,14,5,12.87857142857143,8,15,7,11.85625,2,66.2,0,0,15.5,2.8,-4.06,Activo,0,37.5,0,1.0,11.458789332709193,1,0
2023,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,72.2,0,0,7.6,2.6,0.32,Abandono,1,62.5,1,2.0,0.0,1,0
2025,3,Ing. Comercial,1,8,3,1,1,1,18,1,0,0,1,0,1,0,1,ninguno,6,6,6,12.833333333333334,6,8,5,11.4,0,73.4,1,1,15.5,2.8,-4.06,Activo,0,37.5,0,0.0,11.203546661709801,0,1
2024,2,Ing. Comercio Internacional,2,1,1,1,1,1,21,1,0,1,1,1,0,0,0,mixto,5,5,5,12.6,5,9,3,12.833333333333334,0,58.1,0,0,10.8,1.4,1.74,Activo,0,25.0,0,0.0,12.04966647830434,1,0
2024,3,Lic. en Administración de Empresas,3,1,1,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,5,0,0,0.0,5,0,0,0.0,5,71.9,1,1,8.9,1.4,3.51,Abandono,1,37.5,0,2.0,0.0,1,1
2023,7,Ing. Financiera y de Riesgos,4,12,1,1,1,1,30,1,0,1,1,0,0,0,0,beca,5,11,0,0.0,5,5,0,0.0,5,81.2,1,1,12.7,3.7,-1.7,Abandono,1,87.5,0,2.0,0.0,1,1
2024,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,2,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,6,6,6,14.166666666666666,6,6,6,14.0,0,87.9,1,1,13.9,-0.3,0.79,Activo,0,37.5,1,0.0,13.575351322643844,0,1
2025,5,Ing. Comercial,1,16,1,1,1,1,30,1,0,0,1,0,1,0,0,ninguno,5,7,5,13.4,5,7,4,13.25,0,89.0,0,0,8.9,1.4,3.51,Abandono,1,62.5,0,0.0,12.810938192285365,0,0
2024,6,Ing. Comercio Internacional,2,1,1,1,1,1,22,1,0,1,1,0,1,0,0,credito,5,8,5,11.2,5,13,4,11.25,0,84.0,0,0,12.7,3.7,-1.7,Activo,0,75.0,0,0.0,10.305637843327862,0,0
2023,4,Lic. en Administración de Empresas,3,8,3,1,1,1,22,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,82.5,0,0,12.4,0.5,1.79,Activo,0,50.0,0,0.0,0.0,0,0
2023,1,Ing. Financiera y de Riesgos,4,8,4,1,1,1,19,1,0,0,0,1,1,0,0,ninguno,6,6,6,12.666666666666666,6,8,5,11.8,0,72.2,2,1,11.1,0.6,2.02,Abandono,1,12.5,1,0.0,11.464527227851528,0,1
2025,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,1,21,1,0,0,1,0,1,0,1,ninguno,5,7,3,12.333333333333334,5,5,4,11.25,2,78.6,2,1,7.6,2.6,0.32,Abandono,1,100.0,1,1.0,10.932542262400267,1,1
2025,2,Ing. Comercial,1,8,4,1,1,1,21,1,0,0,1,0,0,0,0,ninguno,5,7,4,12.25,5,7,5,12.0,1,79.0,0,0,7.6,2.6,0.32,Activo,0,25.0,0,0.0,11.6450197358971,0,0
2023,1,Ing. Comercio Internacional,2,15,1,1,14,1,21,1,0,1,1,1,1,0,0,beca,0,0,0,0.0,0,0,0,0.0,0,84.4,0,0,15.5,2.8,-4.06,Abandono,1,12.5,1,0.0,0.0,0,0
2023,5,Lic. en Administración de Empresas,3,12,1,1,1,1,27,1,0,0,1,0,0,0,1,ninguno,5,13,3,10.75,5,9,3,10.333333333333334,2,79.9,0,0,15.5,2.8,-4.06,Abandono,1,62.5,1,0.0,9.919620299396103,1,0
2024,5,Ing. Financiera y de Riesgos,4,14,1,1,1,1,32,1,0,0,1,0,1,0,0,ninguno,7,7,0,0.0,7,8,0,0.0,7,77.8,2,1,13.9,-0.3,0.79,Abandono,1,62.5,1,4.0,0.0,1,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,9,1,40,1,0,0,0,1,0,0,0,ninguno,6,13,0,0.0,6,6,0,0.0,6,73.8,0,0,15.5,2.8,-4.06,Abandono,1,12.5,0,3.0,0.0,1,0
2025,4,Ing. Comercial,1,1,2,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,5,9,2,14.333333333333334,5,10,2,12.5,3,82.1,0,0,7.6,2.6,0.32,Activo,0,50.0,1,1.0,12.66644163485774,1,0
2025,7,Ing. Comercio Internacional,2,15,1,1,14,1,20,1,0,0,1,0,1,0,0,ninguno,5,8,2,11.5,5,13,2,11.5,3,68.7,0,0,12.7,3.7,-1.7,Abandono,1,87.5,2,1.0,10.58245131172788,1,0
2023,2,Lic. en Administración de Empresas,3,1,3,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,79.4,1,1,7.6,2.6,0.32,Activo,0,25.0,0,0.0,0.0,0,1
2024,4,Ing. Financiera y de Riesgos,4,14,1,1,1,1,21,1,0,0,1,0,0,0,0,ninguno,5,11,2,10.5,5,13,0,0.0,3,81.6,0,0,12.7,3.7,-1.7,Abandono,1,50.0,0,1.0,4.903364538842777,1,0
2024,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,6,6,6,13.5,6,0,0,0.0,0,69.7,0,0,12.7,3.7,-1.7,Abandono,1,25.0,0,0.0,6.088764424360745,0,0
2023,6,Ing. Comercial,1,15,1,1,1,1,19,1,0,0,1,0,0,0,0,ninguno,6,17,1,11.0,6,19,0,0.0,5,79.4,0,0,16.2,0.3,-0.92,Activo,0,75.0,0,1.0,4.957819258535082,1,0
2025,4,Ing. Comercio Internacional,2,4,1,1,3,1,30,5,0,0,0,0,0,0,1,ninguno,6,6,1,10.0,6,6,0,0.0,5,76.3,3,1,15.5,2.8,-4.06,Abandono,1,50.0,0,3.0,4.229442233616978,1,1
2025,7,Lic. en Administración de Empresas,3,12,1,1,9,1,29,1,0,0,1,0,0,0,1,ninguno,6,17,0,0.0,6,8,0,0.0,6,85.3,1,1,15.5,2.8,-4.06,Abandono,1,87.5,0,2.0,0.0,1,1
2025,4,Ing. Financiera y de Riesgos,4,8,2,1,1,1,18,1,0,0,1,1,1,0,1,ninguno,5,10,1,12.0,5,7,3,10.666666666666666,4,81.8,0,0,7.6,2.6,0.32,Abandono,1,50.0,0,1.0,10.69340751073554,1,0
2024,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,1,18,1,0,1,1,0,1,0,0,beca,5,6,4,12.25,5,5,5,12.2,1,78.1,0,0,9.4,-0.8,-3.12,Abandono,1,75.0,0,1.0,11.598666838891127,0,0
2023,2,Ing. Comercial,1,15,1,1,14,1,22,1,0,0,1,0,0,0,0,ninguno,10,21,5,11.4,7,13,6,11.666666666666666,5,82.4,0,0,15.5,2.8,-4.06,Abandono,1,25.0,0,2.0,10.77512397319931,1,0
2024,2,Ing. Comercio Internacional,2,14,2,0,1,1,27,1,0,0,0,0,1,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,79.3,3,1,12.7,3.7,-1.7,Abandono,1,25.0,0,2.0,0.0,1,1
2023,8,Lic. en Administración de Empresas,3,8,6,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,6,8,4,14.25,6,10,5,14.0,2,83.3,0,0,10.8,1.4,1.74,Activo,0,100.0,0,1.0,13.647545667752489,1,0
2024,2,Ing. Financiera y de Riesgos,4,16,1,0,2,1,42,1,0,0,1,0,0,0,1,ninguno,12,12,11,14.454545454545457,11,11,10,14.2,1,75.9,0,0,11.1,0.6,2.02,Activo,0,25.0,1,0.0,13.38398719942245,0,0
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,21,1,0,0,1,1,0,0,1,ninguno,12,13,12,14.538461538461538,12,14,12,14.461538461538462,0,98.6,0,0,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,13.731040170645363,0,0
2023,8,Ing. Comercial,1,14,1,1,1,1,23,1,0,0,1,0,0,1,1,ninguno,7,10,6,12.733333333333334,8,10,7,11.95,1,81.5,0,0,16.2,0.3,-0.92,Activo,0,100.0,0,0.0,12.032255835878276,0,0
2024,2,Ing. Comercio Internacional,2,16,1,1,1,1,21,1,0,0,1,0,1,0,0,ninguno,12,13,5,13.2,12,12,4,13.5,7,59.5,0,0,8.9,1.4,3.51,Abandono,1,25.0,0,4.0,12.906762169208687,1,0
2025,2,Lic. en Administración de Empresas,3,1,3,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,62.8,1,1,12.7,3.7,-1.7,Activo,0,25.0,0,0.0,0.0,1,1
2025,2,Ing. Financiera y de Riesgos,4,12,1,1,1,1,40,2,0,1,1,0,0,0,0,credito,6,7,6,12.333333333333334,6,10,4,12.75,0,86.8,0,0,8.9,1.4,3.51,Abandono,1,25.0,0,0.0,11.706587224872866,0,0
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,14,1,1,1,1,22,1,0,0,1,0,0,0,0,ninguno,9,9,5,11.2,9,14,7,11.25,4,57.6,0,0,12.7,3.7,-1.7,Abandono,1,12.5,0,2.0,10.33709829912817,1,0
2024,3,Ing. Comercial,1,1,2,1,1,1,19,1,0,0,1,0,1,0,1,ninguno,7,7,6,13.2,7,7,6,13.2,1,81.8,1,1,7.6,2.6,0.32,Activo,0,37.5,0,0.0,12.695476237632567,0,1
2025,4,Ing. Comercio Internacional,2,12,1,1,1,1,24,1,0,1,1,0,0,0,0,beca,5,8,5,11.833333333333334,5,8,4,14.0,0,77.6,0,0,12.7,3.7,-1.7,Activo,0,50.0,0,0.0,11.964946649272374,0,0
2023,1,Lic. en Administración de Empresas,3,1,1,1,1,1,21,1,0,0,1,0,0,0,0,ninguno,6,10,5,11.333333333333334,6,14,2,11.5,1,71.8,0,0,12.7,3.7,-1.7,Activo,0,12.5,2,0.0,10.729603841162143,0,0
2023,6,Ing. Financiera y de Riesgos,4,8,4,1,1,1,18,1,0,0,1,0,1,0,0,ninguno,5,5,5,13.6,5,6,5,14.6,0,75.5,2,1,8.9,1.4,3.51,Activo,0,75.0,0,0.0,13.312422684328475,0,1
2024,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,3,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,5,10,0,0.0,5,10,2,11.5,5,70.5,1,1,7.6,2.6,0.32,Abandono,1,75.0,0,3.0,5.032282796054065,1,1
2025,6,Ing. Comercial,1,16,1,1,1,1,24,1,0,0,1,0,0,0,0,ninguno,6,11,5,12.857142857142858,6,12,5,13.666666666666666,1,90.4,1,1,11.1,0.6,2.02,Abandono,1,75.0,0,0.0,12.87598672363253,0,1
2024,1,Ing. Comercio Internacional,2,12,1,1,1,1,28,1,0,1,1,0,0,0,0,beca,5,16,3,14.333333333333334,5,9,5,12.428571428571429,2,55.7,1,1,9.4,-0.8,-3.12,Activo,0,12.5,1,1.0,12.406772119382966,1,1
2023,8,Lic. en Administración de Empresas,3,8,1,1,1,0,19,1,0,1,1,0,1,0,1,beca,6,9,5,13.5,6,6,6,14.0,1,60.7,1,1,12.4,0.5,1.79,Activo,0,100.0,1,1.0,13.363987094074092,1,1
2025,4,Ing. Financiera y de Riesgos,4,16,1,1,15,0,28,1,0,0,1,0,0,0,1,ninguno,6,8,6,14.428571428571429,6,12,4,15.6,0,69.1,1,1,11.1,0.6,2.02,Activo,0,50.0,1,0.0,14.535868344797885,0,1
2023,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,12,0,0.0,6,12,0,0.0,6,93.7,3,1,7.6,2.6,0.32,Abandono,1,50.0,1,3.0,0.0,1,1
2025,2,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,0,0,1,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,92.6,1,1,16.2,0.3,-0.92,Activo,0,25.0,0,0.0,0.0,0,1
2024,5,Ing. Comercio Internacional,2,1,1,1,1,0,19,1,0,1,1,0,1,0,1,beca,8,8,8,12.82875,8,8,8,12.82875,0,68.3,0,0,9.4,-0.8,-3.12,Activo,0,62.5,0,0.0,11.94204558423655,0,0
2024,7,Lic. en Administración de Empresas,3,14,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,5,6,0,0.0,5,6,4,13.75,5,71.9,0,0,10.8,1.4,1.74,Activo,0,87.5,0,1.0,6.213984668138169,1,0
2024,2,Ing. Financiera y de Riesgos,4,1,3,1,1,0,18,1,0,0,1,1,1,0,0,ninguno,7,0,0,0.0,8,0,0,0.0,7,89.6,2,1,13.9,-0.3,0.79,Abandono,1,25.0,3,2.0,0.0,1,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,4,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,6,6,14.666666666666666,6,6,6,13.166666666666666,0,65.3,0,0,9.4,-0.8,-3.12,Activo,0,12.5,1,0.0,12.971374816983216,0,0
2023,5,Ing. Comercial,1,8,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,8,8,7,13.937142857142858,8,8,7,13.937142857142858,1,68.4,1,1,10.8,1.4,1.74,Activo,0,62.5,0,1.0,13.611766234882502,0,1
2024,5,Ing. Comercio Internacional,2,1,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,12,12,10,14.7,12,12,12,14.583333333333334,2,74.5,2,1,15.5,2.8,-4.06,Activo,0,62.5,0,1.0,13.742375512419533,1,1
2024,2,Lic. en Administración de Empresas,3,1,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,11.666666666666666,6,6,5,12.2,0,74.6,1,1,12.7,3.7,-1.7,Activo,0,25.0,0,0.0,11.471760883701887,0,1
2023,8,Ing. Financiera y de Riesgos,4,14,4,1,6,0,20,1,0,0,1,0,1,0,0,ninguno,7,7,6,14.85,7,7,6,14.85,1,81.6,0,0,7.6,2.6,0.32,Activo,0,100.0,0,0.0,13.955884570572222,0,0
2025,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,12,0,26,1,0,0,1,0,0,0,0,ninguno,5,11,1,12.0,5,12,0,0.0,4,77.1,0,0,10.8,1.4,1.74,Abandono,1,50.0,0,1.0,5.60256237060818,1,0
2024,3,Ing. Comercial,1,9,4,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,7,8,7,13.6875,8,9,8,15.622222222222222,0,82.1,1,1,13.9,-0.3,0.79,Abandono,1,37.5,0,0.0,13.948707836527731,0,1
2024,1,Ing. Comercio Internacional,2,12,1,0,1,0,58,1,0,0,1,0,0,0,1,ninguno,6,14,5,12.4,6,10,5,11.6,1,74.4,0,0,9.4,-0.8,-3.12,Activo,0,12.5,1,0.0,11.07832445669197,0,0
2025,1,Lic. en Administración de Empresas,3,1,2,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,7,10,7,13.398,8,8,8,13.5425,0,92.2,0,0,15.5,2.8,-4.06,Activo,0,12.5,0,0.0,12.838772247170777,0,0
2023,2,Ing. Financiera y de Riesgos,4,15,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,6,13,5,11.8,6,19,4,12.0,1,79.2,2,1,12.4,0.5,1.79,Activo,0,25.0,0,0.0,11.077403328337626,0,1
2024,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,0,1,0,20,1,0,0,1,0,0,0,1,ninguno,5,0,0,0.0,5,0,0,0.0,5,76.4,0,0,11.1,0.6,2.02,Abandono,1,25.0,0,2.0,0.0,1,0
2024,3,Ing. Comercial,1,2,1,1,1,0,29,1,0,0,1,0,1,0,0,ninguno,15,19,13,11.76923076923077,14,17,14,11.928571428571429,2,90.8,0,0,9.4,-0.8,-3.12,Activo,0,37.5,0,1.0,11.033355152799354,1,0
2024,2,Ing. Comercio Internacional,2,4,1,1,3,0,27,1,0,0,0,1,0,0,0,ninguno,6,8,0,0.0,5,6,0,0.0,6,89.5,1,1,16.2,0.3,-0.92,Abandono,1,25.0,0,3.0,0.0,1,1
2025,1,Lic. en Administración de Empresas,3,1,1,1,1,0,21,1,0,1,1,0,1,0,0,mixto,6,8,6,13.285714285714286,6,11,6,13.0,0,73.4,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,12.530073181493192,0,0
2025,5,Ing. Financiera y de Riesgos,4,1,1,1,1,0,20,1,0,1,1,0,0,0,0,credito,6,6,6,11.666666666666666,6,8,6,11.166666666666666,0,90.4,0,0,15.5,2.8,-4.06,Activo,0,62.5,0,0.0,10.995478859251056,0,0
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,0,19,1,0,1,1,0,0,0,0,beca,6,13,6,11.5,6,9,5,12.2,0,74.1,2,1,11.1,0.6,2.02,Activo,0,37.5,0,0.0,11.516532255408263,0,1
2024,2,Ing. Comercial,1,1,1,1,1,0,22,1,0,1,1,0,1,0,0,beca,7,9,6,13.081666666666669,8,12,6,13.15,1,68.3,0,0,11.1,0.6,2.02,Activo,0,25.0,1,1.0,12.64331142458708,0,0
2023,2,Ing. Comercio Internacional,2,9,3,1,1,0,19,1,0,1,1,0,1,0,0,beca,6,6,6,12.666666666666666,6,6,6,13.0,0,62.1,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,12.433095080617163,1,0
2025,1,Lic. en Administración de Empresas,3,8,1,1,1,0,19,1,0,0,0,1,1,0,0,ninguno,6,6,3,11.333333333333334,6,6,0,0.0,3,80.4,0,0,12.4,0.5,1.79,Abandono,1,12.5,1,1.0,4.9761025476625305,1,0
2024,3,Ing. Financiera y de Riesgos,4,1,3,1,1,0,23,1,0,0,1,0,1,0,0,ninguno,6,8,5,13.6,6,8,5,11.6,1,77.7,3,1,7.6,2.6,0.32,Activo,0,37.5,0,0.0,12.170538263951787,0,1
